ENTITY_STABLE_ID	NAME	DESCRIPTION	URL	TCGA-W5-AA2Z-01	TCGA-ZU-A8S4-01	TCGA-3X-AAV9-01	TCGA-ZH-A8Y2-01	TCGA-W5-AA31-01	TCGA-W5-AA2Q-01	TCGA-W5-AA34-01	TCGA-3X-AAVE-01	TCGA-W5-AA2U-01	TCGA-4G-AAZT-01	TCGA-W5-AA2T-01	TCGA-W5-AA2R-01	TCGA-W5-AA36-01	TCGA-3X-AAVA-01	TCGA-W5-AA39-01	TCGA-4G-AAZO-01	TCGA-YR-A95A-01	TCGA-W5-AA33-01	TCGA-W5-AA2X-01	TCGA-W5-AA2O-01	TCGA-3X-AAVC-01	TCGA-W5-AA2I-01	TCGA-ZH-A8Y4-01	TCGA-3X-AAVB-01	TCGA-W5-AA38-01	TCGA-W6-AA0S-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA30-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y5-01	TCGA-W5-AA2W-01	TCGA-WD-A7RX-01	TCGA-ZH-A8Y8-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y6-01
Halalkalibacillus	Halalkalibacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Halalkalibacillus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.334324074	2.6218246411	1.8896014711	2.6664989919	1.8806630555	1.8046641464	2.006524709	2.5442055924	2.0606298212	1.8990164982	1.7575625912	1.8477283147	2.2133084157	2.3525608829	2.9296129815	2.5699256029	2.0898225978	2.1956210687	1.7159192337	2.2649700028	2.2380352317	1.6239825382	2.3595406608	2.2304036061	2.0714182356	2.5914713561	2.4416406337	1.5226527518	2.0299000055	2.1048424402	1.9959643872	2.2186951529	2.4306158733	2.2727381334	2.5925047368	2.3852975099
Listeria	Listeria	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Listeriaceae.g__Listeria	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	17.544178262	17.1690679	17.334875561	17.668300876	17.561913994	17.545545554	17.378012169	17.426151723	17.494303664	17.242469129	17.545328152	17.877417427	17.22845347	17.435554533	18.206732805	17.798680921	17.518473868	17.772234921	17.641255956	17.413568502	17.529389923	17.013232542	17.534259656	17.570555095	17.208382034	17.800541798	17.496897952	17.290942383	17.555672441	17.811672682	17.439756951	17.619666508	17.530087509	17.315875172	17.469229488	17.461050054
Plesiocystis	Plesiocystis	k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.f__Nannocystaceae.g__Plesiocystis	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.4601712373	2.414899122	1.712248773	2.6025772108	3.5914727194	1.9305113096	2.1323718722	2.3668528942	2.1864769844	2.138957032	1.8834097544	1.9735754779	2.3391555789	2.1752081848	3.0554601447	2.8098661367	1.078117579	2.3214682319	3.4267288976	2.390817166	2.0606825335	1.7498297015	3.8805813805	2.053050908	2.1972653988	2.1121195585	2.5674877969	1.648499915	2.1557471687	1.887505034	1.9320426061	2.3445423161	2.2949618122	2.2088163524	2.5285829558	2.3213757289
Desulfatitalea	Desulfatitalea	k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfatitalea	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.7260352353	2.0218582069	1.2247993889	2.0176405406	1.2723742168	1.1963753077	1.3982358703	1.8794035102	1.4523409824	1.3048792194	1.1492737525	1.239439476	1.605019577	1.6877588007	2.3213241428	1.9757883241	1.4065116795	1.58733223	1.1076303949	1.6566811641	1.5732331495	1.0156936995	1.7106822096	1.5656015239	1.4631293968	2.0311727747	1.833351795	0.914363913	1.4216111667	1.4921735619	1.3471059359	1.6104063142	1.8011202942	1.6238796822	1.9436462855	1.7364390586
Methylibium	Methylibium	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.g__Methylibium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-0.442495863	-0.337258873	2.0375065721	0.5871049046	-1.548233578	-0.731147691	0.4141293434	0.3701825985	-1.005696733	0.921570248	-0.086371541	-4.388523241	-0.853018138	1.4009303103	-1.721676073	-2.248822901	-0.401785105	-1.233275565	-1.35040732	0.4210358702	-0.783984669	1.3650109064	1.0171121678	0.3458872294	-1.357478398	-0.15767593	-0.62468592	-1.254167185	0.4375046399	0.5717828837	-1.668392201	-1.21020148	1.0986087777	0.7238587629	0.5131106496	-1.279059078
Citricoccus	Citricoccus	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Citricoccus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.3465936045	2.3496705656	1.8072052465	2.598843653	1.892932586	1.8169336769	2.0187942394	2.4618093678	2.0728993516	2.0516301627	1.7698321217	1.8599978452	2.2255779462	2.2701646583	2.941882512	2.7225392674	2.0317334212	2.2078905992	1.7281887641	3.862202034	2.1556390071	3.2212145694	2.2918853219	2.1480073815	2.083687766	2.3711395898	2.4539101641	3.1198847829	2.0421695359	1.7138080966	1.9283090483	2.2309646834	3.9547301356	2.2050827945	2.5248493979	2.317642171
Synergistes	Synergistes	k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Synergistes	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	4.52856904	4.841088575	4.0598283612	4.8180580122	4.0749080215	3.9989091124	4.2007696749	4.7144324825	4.2548747871	4.2854728586	3.9518075572	4.0419732807	4.4075533817	4.522787773	5.1238579475	4.9563819633	2.6914016371	4.3898660347	3.9101641996	4.4592149688	4.4082621218	5.4031900049	4.5110996812	4.4006304962	4.2656632015	5.0860648483	4.6358855997	3.7168977177	4.2241449714	4.1353012105	4.1475234075	5.9979026196	4.5200572215	4.4242971538	4.7440637572	4.5368565303
Mannheimia	Mannheimia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Mannheimia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	13.316137886	12.694669674	12.420884902	12.291786325	14.350414913	13.156846408	12.840239882	12.371882026	12.328747818	12.742148704	13.404192211	13.580514578	12.96685324	12.605543151	12.254314507	13.184788821	11.336497587	13.797162799	12.894769892	13.018514827	11.459990604	12.740097442	11.916115244	13.338187959	12.824963059	12.47380436	13.195185458	12.004895554	13.326587154	11.124624298	13.089804729	13.200508965	12.738072576	12.846800143	12.346116167	12.851106629
Carboxydothermus	Carboxydothermus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Thermoanaerobacterales.f__Thermoanaerobacteraceae.g__Carboxydothermus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-1.037972352	-0.886504908	1.528107324	-0.564876363	-1.491633371	-1.56763228	0.2191907833	-0.624643477	-1.311666605	-1.743537924	-1.614733835	-1.524568112	-1.158988011	-0.816288186	-0.442683445	0.5123336811	-1.498094504	0.408287143	1.5135478087	-1.107326424	-0.930813837	0.5736142067	-0.871834694	0.6465170377	-1.300878191	-0.001477338	1.3912723022	-1.849643675	-1.342396421	0.3128614483	1.5719439543	-1.153601274	-0.724576294	-0.958637222	-0.638870618	-0.846077845
Planktomarina	Planktomarina	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Planktomarina	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.751676666	2.9839096147	2.2875963624	2.9569030276	2.2980156475	2.2220167384	2.423877301	2.9422004837	2.4779824131	2.3245982577	2.1749151832	2.2650809067	2.6306610077	2.7505557742	3.3469655735	2.9955073624	2.8054295362	2.6129736607	2.1332718256	2.6823225948	2.636030123	2.0413351302	2.6499446966	2.6283984974	2.4887708275	2.7313861181	2.8589932257	1.9400053437	2.4472525974	2.5848251434	2.2863684229	2.6360477449	2.7501440493	2.5631421692	2.8829087726	2.6757015457
Ardenticatena	Ardenticatena	k__Bacteria.p__Chloroflexi.c__Ardenticatenia.o__Ardenticatenales.f__Ardenticatenaceae.g__Ardenticatena	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-0.804741779	-0.497224158	-1.227441012	-0.617735806	-1.258402798	-1.334401707	-1.132541144	-0.572836891	-1.078436032	-1.201241512	-1.381503262	-1.291337538	-0.925757437	-0.764481601	-0.209452872	-0.530332408	-1.011922978	-0.943444784	-1.42314662	-0.87409585	-0.879007252	-1.515083315	-0.924694137	-0.886638877	-1.067647618	-0.298178346	-0.69742522	-1.616413101	-1.109165848	-0.833202122	-1.288270411	-0.9203707	-0.622771951	-1.011496665	-0.691730061	-0.898937288
Limnochorda	Limnochorda	k__Bacteria.p__Firmicutes.c__Limnochordia.o__Limnochordales.f__Limnochordaceae.g__Limnochorda	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.4060347324	2.698627654	1.975702159	2.7263880336	1.9523737138	1.8763748047	2.0782353673	2.6303062802	2.1323404795	1.976958188	1.8292732495	1.919438973	2.285019074	2.4386615708	3.0013236398	2.6478672928	1.8849030545	2.267331727	1.787629892	2.3366806611	2.3241359195	1.6956931966	2.4194297025	2.316504294	2.1431288939	2.8603339387	2.513351292	1.5943634101	2.1016106638	2.2447814309	2.0558534289	2.2904058112	2.4659790251	2.3326271752	2.6523937785	2.4451865516
Acaryochloris	Acaryochloris	k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Acaryochloris	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	4.4501420405	2.5540583855	4.5562228551	2.5979554282	1.6745529271	1.598554018	1.8004145806	2.4034720543	1.8545196928	1.9553520402	1.5514524628	1.6416181863	2.0071982873	2.2118273448	2.7235028531	2.6262611449	1.941185805	1.9895109403	1.5098091053	4.8662147965	2.0973016936	1.4178724098	2.2909970972	2.089670068	1.8653081072	5.5611843297	2.2355305053	1.3165426234	3.4087523778	2.0331546931	1.9274208235	2.0125850245	2.3758118942	3.7891570705	2.5239611732	3.9017164469
Hyphomonas	Hyphomonas	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.4837747629	5.7308245379	1.0257192671	1.8145937212	3.0301137443	3.6910804294	3.1559753978	5.587213984	4.4324729313	3.4342742629	1.3220507793	2.9971790036	1.7777966038	3.0736411797	2.4941011696	4.1051833676	1.5808143457	1.7601092568	4.4503324232	3.4144206916	1.3741530277	5.9433582285	3.8295634851	4.5364464036	3.2208689244	2.7344735984	2.0061288218	7.5300844357	5.5012787892	2.7993604648	1.1440591165	5.4836230592	2.7969118453	5.3277234584	4.5479543883	1.5333922393
Erythrobacter	Erythrobacter	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Erythrobacteraceae.g__Erythrobacter	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	8.7845449135	7.377245333	7.5983715164	8.8655461494	9.4304195685	8.2548849859	7.9713187213	7.8904055583	8.87342074	9.445969175	6.9853910093	8.2979491542	5.8561743331	8.0613309282	8.8944069938	7.3095233576	7.723868277	7.4234494869	9.6067126645	10.300153343	6.3618427762	9.3543112969	8.3780155728	7.0911767448	7.2992466537	7.2716799501	6.0845065511	8.6249502878	9.5796565185	8.5603643106	7.2774737049	8.6689159924	7.1527166723	7.8437540684	4.7040890532	8.1973215444
Tanticharoenia	Tanticharoenia	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Acetobacteraceae.g__Tanticharoenia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.8521430995	4.60840994	2.3473823979	3.0958520274	2.398482081	2.3224831719	2.5243437344	3.0019865192	2.5784488466	3.5828136167	2.2753816167	2.3655473402	2.7311274412	2.8103418097	3.447432007	1.9317946265	2.7449263955	2.7134400942	2.2337382591	2.7827890283	2.6958161584	2.1418015637	2.7888936964	2.6881845329	2.589237261	2.6275277465	2.9594596591	2.0404717772	2.5477190309	2.6902546113	2.4253174227	2.7365141784	2.7868414022	2.702091169	3.0218577724	2.8146505454
Desulfococcus	Desulfococcus	k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfococcus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	13.707143246	13.56663931	15.012566359	14.7660615	14.772876001	13.887203346	14.74978792	13.789273368	14.034487425	13.056822033	13.668338406	17.49155051	14.522543463	17.40902286	14.935366801	16.540094833	15.218093211	14.074681569	13.798974049	14.94624394	15.553920308	13.226345572	17.052529827	13.761541841	15.0470819	16.807558802	14.963571239	14.183348258	13.495802224	17.219001141	15.139500009	16.472848743	12.984562188	15.301464743	14.52684763	14.747784172
Kushneria	Kushneria	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Kushneria	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	7.3092346952	7.534389006	6.8905092597	7.6009155429	6.8555736767	6.7795747676	6.9814353301	7.545113381	7.0355404423	6.8744023897	6.7324732124	6.8226389359	7.1882190369	7.3534686715	7.9045236027	7.5453114944	6.8635143108	7.1705316899	6.6908298548	7.239880624	7.2389430203	6.5988931594	7.2939572118	7.2313113947	7.0463288567	7.5172087357	7.4165512548	6.4975633729	7.0048106266	8.6194772819	6.9303809382	7.1936057741	7.3578708754	7.2071546845	7.5269212878	7.3197140609
Oscillochloris	Oscillochloris	k__Bacteria.p__Chloroflexi.c__Chloroflexia.o__Chloroflexales.f__Oscillochloridaceae.g__Oscillochloris	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.3148598693	2.609050193	1.8552512087	2.651264622	1.8611988507	1.7851999417	1.9870605042	2.50985533	2.0411656164	1.8870628295	1.7380983865	1.82826411	2.193844211	2.3182106205	2.9101487768	2.5579719342	2.109191843	2.176156864	1.6964550289	2.2455057981	2.2036849693	1.6045183335	2.3443062909	2.1960533437	2.0519540308	2.5991942429	2.4221764289	1.503188547	2.0104358007	2.1173146757	1.9807300172	2.1992309482	2.3364833661	2.2575037635	2.5772703669	2.37006314
Thalassobius	Thalassobius	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Thalassobius	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.6496802104	2.8885939	2.297063492	3.0391262474	2.1960191919	2.1200202828	3.9068433461	2.9516676132	2.3759859576	2.4215740089	2.0729187276	2.1630844511	2.5286645521	2.7600229038	3.2449691179	3.0924831136	3.9978137419	2.5109772051	2.0312753701	2.5803261392	2.6454972525	4.2612667695	2.7321679163	2.637865627	2.386774372	2.9152681907	2.7569967701	3.4229713889	2.3452561419	2.4250780501	2.3685916427	2.5340512893	2.7920616955	2.6453653889	4.550094493	2.7579247654
Carnimonas	Carnimonas	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Carnimonas	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.6559392606	2.9473220579	4.5236400078	2.9957166897	2.2022782421	2.126279333	2.3281398956	2.8563160342	2.3822450078	2.2222356801	2.0791777778	2.1693435013	2.5349236023	2.6646713247	3.2512281681	2.8931447848	0.9931106168	2.5172362553	2.0375344203	2.5865851894	2.5501456735	1.9455977248	2.6887583587	2.5425140479	2.3930334221	3.0941084607	2.7632558203	1.8442679383	2.3515151921	2.4628998085	2.325182085	2.5403103395	2.7899475755	2.6019558313	2.9217224347	2.7145152078
Hydrogenovibrio	Hydrogenovibrio	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Piscirickettsiaceae.g__Hydrogenovibrio	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.1514404422	2.5694638535	1.8290793246	2.6235258157	1.6977794237	1.6217805146	1.8236410772	2.4836834459	1.8777461893	1.8482165617	1.5746789594	1.6648446829	2.0304247839	2.2920387365	2.7467293497	2.5191256664	2.0763839282	2.0127374369	1.5330356018	2.082086371	2.1775130852	3.0260614072	2.3165674846	2.1698814597	1.8885346037	2.4861535015	2.2587570019	1.3397691199	1.8470163737	2.0728608323	1.9529912109	2.0358115211	2.4141885964	2.2297649572	2.5495315606	2.3423243337
Flexilinea	Flexilinea	k__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Flexilinea	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.4471430394	0.7635779634	0.1704335822	0.7740065251	-0.006517979	-0.082516888	0.1193436743	0.8250377035	0.1734487865	0.1210404023	-0.129618443	-0.03945272	0.3261273811	0.633392994	1.0424319469	0.791949507	0.1743428226	0.3084400341	-0.171261801	0.3777889682	0.5188673428	1.3217640043	0.4670481941	0.5112357172	0.1842372009	0.8125500148	0.554459599	-0.364528283	0.1427189708	0.3560940445	0.1034719204	0.3315141183	0.6443464784	0.3802456667	0.7000122701	0.4928050432
Crocinitomix	Crocinitomix	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Crocinitomicaceae.g__Crocinitomix	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-0.076776075	0.1629365268	-0.397660134	0.0944915559	-0.530437094	-0.606436003	-0.40457544	0.2569439871	-0.350470328	-0.483664388	-0.653537558	-0.563371834	-0.197791733	0.0652992777	0.5185128325	0.1872447168	-0.537002903	-0.21547908	-0.695180915	-0.146130146	-0.049226374	-0.787117611	-0.212466775	-0.056857999	-0.339681913	0.0368650295	0.0305404847	-0.888447397	-0.381200144	-0.198298175	-0.576043049	-0.192404996	-0.027631496	-0.299269302	0.0204973009	-0.186709926
Roseburia	Roseburia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.6894827723	1.7770980857	3.4075150672	1.7878709606	1.2358217537	1.1598228447	1.3616834072	1.7401910936	1.4157885194	1.3112180123	1.1127212894	1.202887013	1.5684671139	1.5485463841	2.2847716798	1.9821271171	0.8455169108	1.550779767	1.0710779319	1.6201287011	1.4340207329	0.9791412365	1.4809126296	1.4263891074	1.4265769338	1.7541542347	1.7967993319	0.87781145	1.3850587037	0.9805041188	1.1173363559	1.5738538512	1.5564287621	1.3941101022	1.7138767055	1.5066694786
Candidatus_Solibacter	Candidatus_Solibacter	k__Bacteria.p__Acidobacteria.c__Solibacteres.o__Solibacterales.f__Solibacteraceae.g__Candidatus_Solibacter	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.41933603	2.60246882	1.7488601435	2.4974126795	1.9656750114	1.8896761023	3.6764991656	2.4034642648	2.1456417771	2.0345026594	1.8425745471	1.9327402706	2.2983203716	2.2118195553	3.0146249374	2.7054117641	2.0732966967	2.2806330246	1.8009311896	2.3499819587	2.0972939041	1.7089944942	2.1904543484	2.0896622785	2.1564301915	2.2066451222	2.5266525896	1.6076647077	2.1149119614	1.9266077672	1.8268780748	2.3037071088	2.3667083452	2.1036518211	2.4234184244	2.2162111975
Halostagnicola	Halostagnicola	k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Natrialbales.f__Natrialbaceae.g__Halostagnicola	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.845602152	2.14716434	1.4422047195	2.1620291014	1.3919411335	1.3159422244	1.517802787	2.0968088407	1.5719078991	1.4219554913	1.2688406692	1.3590063927	1.7245864937	1.9051641313	2.4408910595	2.092864596	1.6713274019	1.7068991467	1.2271973116	1.7762480808	1.79063848	1.1352606162	1.8550707704	1.7830068545	1.5826963135	2.198235882	1.9529187117	1.0339308297	1.5411780834	1.5454428614	1.4914944967	1.7299732309	1.9868059853	1.768268243	2.0880348464	1.8808276195
Riemerella	Riemerella	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Riemerella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	13.044691609	11.805998556	12.049231264	12.098865835	13.129896677	13.12696123	10.895862385	11.49572719	13.309863442	11.96465846	12.354719516	12.807455319	11.719317452	11.575384502	12.304377485	13.120994392	11.123017754	13.327815269	13.327722934	12.802005935	12.308855757	11.735712636	11.736412391	13.483815545	12.183148333	12.613613757	12.468481834	11.363080827	13.582202694	10.694108506	11.967197316	13.223510046	12.522087926	12.771600388	12.129841139	12.46478333
Zavarzinella	Zavarzinella	k__Bacteria.p__Planctomycetes.c__Planctomycetia.o__Planctomycetales.f__Planctomycetaceae.g__Zavarzinella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-0.148022196	3.8146919569	-0.557271918	1.8849671193	1.7202448801	0.9072803768	-0.475821561	0.0973322036	-0.421716449	-1.800328361	-0.724783679	2.1727369665	1.3159246461	1.4906499948	0.4472667112	2.958043585	2.5368739977	1.2982372991	-0.766427037	-0.217376267	-0.208838157	1.4635643628	-0.006953712	-0.216469783	-0.410928035	2.0197172681	-0.040705637	-0.959693519	-0.452446265	2.7008314928	-0.370529986	-0.263651117	-0.401576418	2.228171855	0.2260103635	0.0188031366
Rubritepida	Rubritepida	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Acetobacteraceae.g__Rubritepida	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.4293105973	1.1559133241	3.2587058064	0.9900175208	0.390687078	1.8996506697	0.5165487315	1.1059550056	0.5706538437	0.8067137237	0.2675866137	0.3577523372	0.7233324382	0.9143102961	1.4396370041	1.4776228284	0.5701281975	0.7056450912	0.2259432562	2.3599565261	0.7997846449	3.5934381794	0.6830591898	0.7921530193	0.5814422581	2.6529176691	0.9516646562	0.0326767743	0.539924028	0.426921537	0.3194829161	0.7287191754	0.9864639213	2.1812191631	0.9160232658	0.7088160389
Dokdonella	Dokdonella	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Dokdonella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	4.1076494344	2.6688397811	2.0332258137	2.7873823104	2.0690259151	1.993027006	2.1948875686	2.687829935	2.2489926808	2.3737688865	3.5308879515	2.0360911743	2.4016712753	2.4961852255	3.1179758411	3.0446779912	2.1295452243	2.3839839283	1.9042820933	2.4533328624	2.3816595743	4.1342734927	2.4804239794	2.3740279487	2.2597810952	1.9773008257	2.6300034933	3.2959781121	2.2182628651	2.3549242965	2.1168477057	2.4070580125	2.6333315072	2.393621452	2.7133880554	4.0911433292
Hallella	Hallella	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Hallella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.1171024179	3.4646323214	2.732119727	4.9934496398	4.2484039001	2.5874424903	2.7893030528	3.3867238482	2.843408165	2.9413766474	2.5403409351	2.6305066586	2.9960867596	3.1950791388	3.7123913254	3.6122857521	2.8193439339	2.9783994126	2.4986975775	4.6327108474	3.0805534875	2.4067608821	3.1015288081	3.072921862	2.8541965794	3.4551521578	3.2244189776	4.6273591905	2.8126783493	2.9575412474	2.7379525344	3.0014734968	3.2659401347	4.5996887814	3.3344928841	4.7122481579
Blastomonas	Blastomonas	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Blastomonas	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.655691084	0.7830467124	1.7987529315	0.8248349201	0.2020300655	0.1260311564	1.9128542197	0.8683945521	0.3819968311	2.4530655125	2.8862845232	0.1690953247	2.1196379264	0.6767498426	1.2509799915	-0.782915978	1.5767162289	0.5169880787	0.0372862436	0.5863370128	0.5622241914	-0.054650452	0.5178765891	0.5545925658	0.3927852455	0.3356816974	0.7630076436	-0.155980238	1.9362295161	0.3554202162	0.1543003154	0.5400621629	0.7028284506	0.4310740617	0.7508406651	2.1285959389
Candidatus_Brocadia	Candidatus_Brocadia	k__Bacteria.p__Planctomycetes.c__Planctomycetia.o__Candidatus_Brocadiales.f__Candidatus_Brocadiaceae.g__Candidatus_Brocadia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.6834144889	1.8596060793	1.0340991899	1.5979489039	1.2297534703	1.1537545612	1.3556151238	1.6887033112	1.409720236	1.5196131053	1.106653006	1.1968187295	1.5623988305	1.4970586017	2.2787033964	2.19052221	0.2333915451	1.5447114835	1.0650096485	1.6140604176	1.3825329505	0.9730729531	1.2909905729	1.3749013249	3.0054711511	1.6417142423	1.7907310485	2.4567056673	1.3789904203	1.0225326519	0.9274142992	1.5677855678	1.6388594199	1.2041880455	3.1089171496	2.9017099227
Helicobacter	Helicobacter	k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Helicobacteraceae.g__Helicobacter	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	11.807287163	12.080169351	11.466289171	11.698362194	12.011930312	11.87123176	12.183204281	12.193705282	11.731558958	11.916160356	12.504010376	11.997332386	12.017530754	12.069321466	11.963414428	11.805428529	12.316044648	12.106581437	12.217206712	11.806984457	12.04243985	11.682254805	11.852459102	12.272988968	11.838796678	12.992501356	11.904164495	12.113890761	11.874879151	11.987755062	11.833649994	11.927215245	12.096420385	11.79817421	11.958869136	11.930899716
Stappia	Stappia	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Stappia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.4930149977	1.8329018727	1.0251755199	1.6023639628	1.0393539792	0.9633550701	1.1652156327	1.6797796412	1.2193207448	1.1069857311	0.9162535149	1.0064192384	1.3719993394	1.4881349317	2.0883039052	1.7778948358	1.3739771549	1.3543119924	0.8746101573	1.4236609265	1.3736092805	0.7826734619	1.2954056318	1.3659776549	1.2301091592	1.2381870099	1.6003315574	0.6813436754	1.1885909291	1.2405225359	0.9318293581	1.3773860766	1.6026172435	1.2086031044	1.5283697078	1.3211624809
Halonatronum	Halonatronum	k__Bacteria.p__Firmicutes.c__Clostridia.o__Halanaerobiales.f__Halobacteroidaceae.g__Halonatronum	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.64410238	0.9527766341	0.3125820988	0.8853315294	0.1904413614	0.1144424523	0.3163030149	0.9671862201	0.3704081271	0.2536889066	0.0673408971	0.1575066206	0.5230867216	0.7755415106	1.2393912875	0.9245980113	0.2931109942	0.5053993746	0.0256975396	0.5747483087	0.6610158594	-0.066239156	0.5783731983	0.6533842338	0.3811965415	0.9447027251	0.7514189396	-0.167568942	0.3396783114	0.4897858775	0.2147969247	0.5284734589	0.73398113	0.491570671	0.8113372743	0.6041300474
